"NOME_MUNICIPIO",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","Population","UF"
"FARTURA",0,0,0,0,1,0,2,3,6,8,16028,"SP"
"FATIMA",0,0,0,2,0,0,0,0,2,14,3879,"TO"
"FATIMA DO SUL",0,0,0,2,0,0,0,0,2,16,19181,"MS"
"FAXINAL",0,0,0,0,0,0,2,0,2,8,17306,"PR"
"FAXINAL DO SOTURNO",0,0,0,0,0,0,0,0,0,4,6867,"RS"
"FAXINAL DOS GUEDES",0,0,0,0,0,0,0,0,0,4,10745,"SC"
"FAXINALZINHO",0,0,0,0,0,0,0,0,0,5,2523,"RS"
"FAZENDA NOVA",0,0,0,0,4,0,0,2,6,8,6070,"GO"
"FAZENDA RIO GRANDE",0,0,0,0,0,0,2,6,8,14,95225,"PR"
"FEIRA DE SANTANA",0,0,0,1,0,0,0,0,1,1,627477,"BA"
"FELIZ",0,0,0,0,0,0,0,0,0,21,13273,"RS"
"FENIX",0,0,0,0,0,0,0,0,0,1,4898,"PR"
"FERNANDES PINHEIRO",0,0,0,0,0,0,20,0,20,24,5904,"PR"
"FERNANDO PRESTES",0,0,0,0,0,0,0,0,0,9,5782,"SP"
"FERNANDOPOLIS",0,0,0,0,2,0,4,6,12,16,68670,"SP"
"FERNAO",0,0,0,0,0,0,2,1,3,3,1691,"SP"
"FERRAZ DE VASCONCELOS",0,0,0,0,0,0,0,0,0,3,188868,"SP"
"FIGUEIRA",0,0,0,0,0,0,0,0,0,16,8177,"PR"
"FIGUEIRAO",0,0,0,0,0,0,0,0,0,6,3027,"MS"
"FIGUEIROPOLIS",0,0,0,0,0,0,0,0,0,4,5352,"TO"
"FILADELFIA",0,0,0,0,0,0,0,0,0,23,8893,"TO"
"FIRMINOPOLIS",0,0,0,0,1,0,0,10,11,18,12923,"GO"
"FLOR DA SERRA DO SUL",0,0,0,0,0,0,0,0,0,1,4782,"PR"
"FLORA RICA",0,0,0,0,0,0,2,3,5,5,1571,"SP"
"FLORAI",0,0,0,0,0,0,4,0,4,12,5103,"PR"
"FLOREAL",0,0,0,0,0,0,3,3,6,6,2982,"SP"
"FLORES DA CUNHA",0,0,0,0,0,0,0,0,0,11,29603,"RS"
"FLORESTA",0,0,0,0,0,0,0,0,0,4,32483,"PE"
"FLORESTA AZUL",0,0,0,2,0,0,0,0,2,2,11244,"BA"
"FLORESTOPOLIS",0,0,0,0,0,0,0,0,0,7,11087,"PR"
"FLORIANOPOLIS",0,0,0,0,0,0,0,0,0,47,485838,"SC"
"FLORIDA",0,0,0,1,0,0,0,0,1,7,2697,"PR"
"FLORIDA PAULISTA",0,0,0,0,1,3,6,5,15,22,14282,"SP"
"FONTOURA XAVIER",0,0,0,0,0,0,0,0,0,6,10836,"RS"
"FORMIGUEIRO",0,0,0,0,0,0,0,0,0,8,7053,"RS"
"FORMOSA",0,0,0,0,0,0,0,1,1,3,115789,"GO"
"FORMOSA DO OESTE",0,0,0,0,0,0,0,0,0,7,7133,"PR"
"FORMOSA DO RIO PRETO",0,0,0,4,0,0,0,0,4,4,25912,"BA"
"FORMOSA DO SUL",0,0,0,0,0,0,0,0,0,12,2549,"SC"
"FORMOSO",0,0,0,0,0,0,0,0,0,2,9294,"MG"
"FORMOSO DO ARAGUAIA",0,0,0,0,0,0,0,0,0,6,18684,"TO"
"FORQUILHINHA",0,0,0,0,2,0,0,0,2,2,25988,"SC"
"FORTALEZA",0,0,0,0,0,0,0,0,0,9,2627482,"CE"
"FORTALEZA DO TABOCAO",0,0,0,0,0,0,0,0,0,4,2584,"TO"
"FORTALEZA DOS VALOS",0,0,0,0,0,0,0,0,0,1,4588,"RS"
"FOZ DO IGUACU",0,0,0,0,0,0,0,0,0,14,264044,"PR"
"FOZ DO JORDAO",0,0,0,0,0,0,2,0,2,15,5079,"PR"
"FRAIBURGO",0,0,0,0,21,0,17,0,38,38,36261,"SC"
"FRANCA",0,0,0,0,0,0,0,0,0,1,347237,"SP"
"FRANCISCO ALVES",0,0,0,0,0,0,1,0,1,19,6350,"PR"
"FRANCISCO BELTRAO",0,0,0,0,0,0,0,0,0,19,88465,"PR"
"FRANCO DA ROCHA",0,0,0,2,0,0,0,0,2,11,149502,"SP"
"FREDERICO WESTPHALEN",0,0,0,0,0,0,0,0,0,2,30832,"RS"
"GABRIEL MONTEIRO",0,0,0,0,0,0,2,2,4,4,2791,"SP"
"GALIA",0,0,0,0,0,0,2,2,4,4,6776,"SP"
"GALILEIA",0,0,0,1,1,0,0,0,2,2,7034,"MG"
"GALVAO",0,0,0,0,0,0,0,2,2,10,3058,"SC"
"GAMELEIRA DE GOIAS",0,0,0,0,0,0,0,5,5,5,3777,"GO"
"GANDU",0,0,0,2,0,0,0,0,2,2,33234,"BA"
"GARCA",0,0,0,0,0,0,3,4,7,12,44582,"SP"
"GARIBALDI",0,0,0,0,0,0,0,0,0,11,33624,"RS"
"GAROPABA",0,0,0,0,0,2,0,0,2,10,22082,"SC"
"GASPAR",0,0,0,0,2,0,0,0,2,80,67392,"SC"
"GASTAO VIDIGAL",0,0,0,0,0,0,3,3,6,8,4683,"SP"
"GAURAMA",0,0,0,0,0,0,0,0,0,7,5878,"RS"
"GAVIAO",0,0,0,2,0,0,0,0,2,2,4725,"BA"
"GAVIAO PEIXOTO",0,0,0,0,0,0,1,0,1,4,4739,"SP"
"GENERAL CAMARA",0,0,0,0,0,0,0,0,0,1,8663,"RS"
"GENERAL CARNEIRO",0,0,0,0,0,0,0,0,0,18,14038,"PR"
"GENERAL SALGADO",0,0,0,0,5,0,4,7,16,16,10951,"SP"
"GENTIO DO OURO",0,0,0,1,0,0,0,0,1,1,11639,"BA"
"GETULIO VARGAS",0,0,0,0,0,0,0,0,0,7,16648,"RS"
"GIRUA",0,0,0,0,0,0,0,1,1,5,17069,"RS"
"GLICERIO",0,0,0,0,0,0,0,0,0,20,4800,"SP"
"GLORIA",0,0,0,8,0,0,0,0,8,8,15840,"BA"
"GLORINHA",0,0,0,0,0,0,0,1,1,5,7654,"RS"
"GODOY MOREIRA",0,0,0,0,0,0,0,0,0,6,3178,"PR"
"GOIANAPOLIS",0,0,0,0,0,0,1,5,6,6,11471,"GO"
"GOIANESIA",0,0,0,0,0,0,0,0,0,11,67507,"GO"
"GOIANIA",0,0,0,0,3,0,0,24,27,50,1466105,"GO"
"GOIANORTE",0,0,0,0,0,0,0,0,0,10,5153,"TO"
"GOIAS",0,0,0,0,0,0,1,0,1,8,24103,"GO"
"GOIATINS",0,0,0,0,0,0,0,0,0,19,12973,"TO"
"GOIATUBA",0,0,0,0,5,2,4,3,14,34,34312,"GO"
"GOIOERE",0,0,0,0,0,0,5,0,5,12,29664,"PR"
"GOIOXIM",0,0,0,0,0,0,0,0,0,8,7448,"PR"
"GONGOGI",0,0,0,4,0,0,0,0,4,4,7848,"BA"
"GOUVELANDIA",0,0,0,0,1,0,0,3,4,5,5656,"GO"
"GOVERNADOR VALADARES",0,0,0,114,0,0,1,0,115,115,280901,"MG"
"GRAMADO",0,0,0,0,0,0,0,1,1,9,35047,"RS"
"GRANDES RIOS",0,0,0,0,0,0,0,0,0,10,6167,"PR"
"GRAO PARA",0,0,0,0,0,0,1,0,1,2,6537,"SC"
"GRAVATAI",0,0,0,0,1,0,1,4,6,6,275146,"RS"
"GRAVATAL",0,0,0,0,0,0,0,0,0,3,11394,"SC"
"GUABIRUBA",0,0,0,0,0,0,0,0,0,13,22732,"SC"
"GUAIBA",0,0,0,0,0,0,0,0,0,4,99334,"RS"
"GUAICARA",0,0,0,0,0,0,8,0,8,23,11869,"SP"
"GUAIRA",0,0,0,0,0,0,0,12,12,68,40287,"SP"
"GUAIRACA",0,0,0,0,0,0,0,0,0,5,6591,"PR"
"GUAJERU",0,0,0,1,0,0,0,0,1,1,8081,"BA"
"GUAMIRANGA",0,0,0,0,0,0,0,0,0,9,8619,"PR"
"GUAPIACU",0,0,0,0,0,0,0,0,0,84,20637,"SP"
"GUAPIARA",0,0,0,0,1,0,48,47,96,96,17640,"SP"
"GUAPIRAMA",0,0,0,0,0,0,0,0,0,7,3934,"PR"
"GUAPO",0,0,0,0,0,0,0,0,0,2,14482,"GO"
"GUAPORE",0,0,0,0,0,0,0,0,0,7,24836,"RS"
"GUAPOREMA",0,0,0,0,0,0,1,0,1,3,2292,"PR"
"GUARA",0,0,0,0,0,0,0,0,0,11,21081,"SP"
"GUARACAI",0,0,0,5,0,0,20,9,34,40,8466,"SP"
"GUARACI",0,0,0,0,0,0,0,0,0,28,10964,"SP"
"GUARACIABA",0,0,0,0,0,0,0,0,0,15,10542,"MG"
"GUARAI",0,0,0,0,0,0,0,0,0,6,25642,"TO"
"GUARAITA",0,0,0,0,0,0,0,0,0,1,2206,"GO"
"GUARAMIRIM",0,0,0,0,2,0,0,0,2,8,42872,"SC"
"GUARANESIA",0,0,0,0,0,0,0,6,6,6,19378,"MG"
"GUARANI D'OESTE",0,0,0,0,0,0,3,3,6,7,2017,"SP"
"GUARANI DAS MISSOES",0,0,0,0,0,0,0,0,0,3,8080,"RS"
"GUARANI DE GOIAS",0,0,0,0,1,0,0,4,5,5,4145,"GO"
"GUARANIACU",0,0,0,0,0,0,0,0,0,25,13641,"PR"
"GUARANTA DO NORTE",0,0,0,0,5,0,0,0,5,5,34500,"MT"
"GUARAPARI",0,0,0,0,0,0,0,0,0,3,123166,"ES"
"GUARAPUAVA",0,0,0,0,0,0,0,0,0,47,180364,"PR"
"GUARAQUECABA",0,0,0,0,0,0,0,0,0,5,7923,"PR"
"GUARARAPES",0,0,0,0,1,0,2,1,4,23,32654,"SP"
"GUARAREMA",0,2,0,0,0,0,5,8,15,24,28978,"SP"
"GUARATINGA",0,0,0,3,0,0,0,0,3,3,22154,"BA"
"GUARATINGUETA",0,0,0,0,0,0,3,0,3,112,120417,"SP"
"GUARATUBA",0,0,0,0,0,0,3,0,3,9,35986,"PR"
"GUAREI",0,0,0,0,0,0,4,0,4,4,17551,"SP"
"GUARIBA",0,0,0,0,0,0,0,0,0,8,39216,"SP"
"GUARUJA",0,0,0,0,0,0,2,1,3,5,315563,"SP"
"GUARUJA DO SUL",0,0,0,0,0,0,0,0,0,21,5139,"SC"
"GUARULHOS",0,4,1,7,1,0,17,2,32,173,1349113,"SP"
"GUATAMBU",0,0,0,0,0,2,0,0,2,16,4733,"SC"
"GUIA LOPES DA LAGUNA",0,0,0,1,0,0,0,0,1,1,9991,"MS"
"GURJAO",0,0,0,0,0,0,0,0,0,2,3436,"PB"
"GURUPI",0,0,0,0,0,0,0,0,0,4,85523,"TO"
"GUZOLANDIA",0,0,0,0,1,0,2,2,5,6,5179,"SP"
"HEITORAI",0,0,0,0,1,0,0,0,1,4,3757,"GO"
"HERVAL D'OESTE",0,0,0,0,6,0,2,0,8,8,22443,"SC"
"HIDROLANDIA",0,0,0,0,3,0,0,0,3,15,20215,"CE"
"HOLAMBRA",0,0,0,2,0,0,0,0,2,6,14012,"SP"
"HONORIO SERPA",0,0,0,0,0,0,4,0,4,5,5643,"PR"
"HORIZONTINA",0,0,0,0,0,0,0,0,0,6,19338,"RS"
"HORTOLANDIA",0,0,0,0,0,0,0,0,0,28,222186,"SP"
"HUMAITA",0,0,0,0,0,0,0,0,0,5,53383,"AM"
"IACANGA",0,0,0,0,0,0,0,0,0,21,11343,"SP"
"IACRI",0,0,0,0,3,0,2,1,6,8,6434,"SP"
"IACU",0,0,0,6,0,0,0,0,6,6,25884,"BA"
"IARAS",0,0,0,0,1,0,2,1,4,8,8484,"SP"
"IBAITI",0,0,0,0,0,0,1,0,1,25,31095,"PR"
"IBARAMA",0,0,0,0,0,0,1,0,1,1,4519,"RS"
"IBATE",0,0,0,0,0,0,4,4,8,18,34226,"SP"
"IBATIBA",0,0,0,0,0,1,0,0,1,1,25882,"ES"
"IBEMA",0,0,0,0,0,0,0,0,0,7,6396,"PR"
"IBERTIOGA",0,0,0,0,0,0,1,1,2,2,5150,"MG"
"IBIACA",0,0,0,0,0,0,0,0,0,1,4846,"RS"
"IBIAM",0,0,0,0,0,1,0,0,1,1,1967,"SC"
"IBIARA",0,0,0,0,0,0,0,0,0,1,5925,"PB"
"IBICARE",0,0,0,0,0,2,0,0,2,4,3268,"SC"
"IBICOARA",0,0,0,3,0,0,0,0,3,3,19786,"BA"
"IBICUI",0,0,0,3,0,0,0,0,3,3,16796,"BA"
"IBIPEBA",0,0,0,1,0,0,0,0,1,1,18678,"BA"
"IBIPORA",0,0,0,0,0,0,0,0,0,14,53356,"PR"
"IBIRA",0,0,0,0,0,0,6,4,10,10,12096,"SP"
"IBIRAIARAS",0,0,0,0,0,0,0,0,0,5,7458,"RS"
"IBIRAMA",0,0,0,0,0,1,0,0,1,15,18721,"SC"
"IBIRAPITANGA",0,0,0,1,0,0,0,0,1,1,24293,"BA"
"IBIRAPUA",0,0,0,3,0,0,0,0,3,3,8852,"BA"
"IBIRATAIA",0,0,0,4,0,0,0,0,4,4,17221,"BA"
"IBIRUBA",0,0,0,0,0,0,0,0,0,4,20355,"RS"
"IBITIARA",0,0,0,3,0,0,0,0,3,3,16855,"BA"
"IBITINGA",0,0,0,0,0,0,0,27,27,28,58715,"SP"
"IBITITA",0,0,0,2,0,0,0,0,2,2,17948,"BA"
"IBITURUNA",0,0,0,0,8,0,0,0,8,8,3018,"MG"
"IBIUNA",0,0,0,0,0,0,0,0,0,3,77566,"SP"
"IBOTIRAMA",0,0,0,4,0,0,0,0,4,4,27862,"BA"
"ICARAIMA",0,0,0,0,0,0,0,0,0,17,8482,"PR"
"ICEM",0,0,0,0,0,0,0,0,0,1,8112,"SP"
"IGARACU DO TIETE",0,0,0,0,0,0,0,0,0,5,24596,"SP"
"IGARACY",0,0,0,0,0,0,0,0,0,1,6173,"PB"
"IGARAPAVA",0,0,0,0,0,0,16,0,16,24,30073,"SP"
"IGARATA",0,0,0,0,5,0,14,5,24,39,9443,"SP"
"IGRAPIUNA",0,0,0,2,0,0,0,0,2,2,14187,"BA"
"IGREJINHA",0,0,0,0,0,0,0,0,0,3,34903,"RS"
"IGUAI",0,0,0,3,0,0,0,0,3,3,27939,"BA"
"IGUAPE",0,0,0,0,0,0,3,2,5,5,30644,"SP"
"IGUARACU",0,0,0,0,0,0,0,0,0,4,4343,"PR"
"IGUATEMI",0,0,0,0,0,0,0,0,0,7,15838,"MS"
"IGUATU",0,0,0,0,0,0,0,0,0,8,102614,"CE"
"IJUI",0,0,0,0,0,0,0,0,0,6,83330,"RS"
"ILHA SOLTEIRA",0,0,0,0,0,0,0,0,0,28,26540,"SP"
"ILHABELA",0,0,0,0,0,0,6,0,6,14,33354,"SP"
"ILHEUS",0,0,0,14,0,0,0,0,14,14,176341,"BA"
"ILHOTA",0,0,0,0,0,0,0,0,0,8,13857,"SC"
"IMBAU",0,0,0,0,0,0,0,0,0,3,12697,"PR"
"IMBE",0,0,0,0,0,0,0,3,3,6,20578,"RS"
"IMBITUBA",0,0,0,0,1,0,0,0,1,4,44076,"SC"
"IMBITUVA",0,0,0,0,10,0,3,0,13,21,31719,"PR"
"IMBUIA",0,0,0,0,0,4,0,0,4,10,6133,"SC"
"INACIO MARTINS",0,0,0,0,0,0,0,0,0,8,11331,"PR"
"INACIOLANDIA",0,0,0,0,0,0,0,2,2,5,6148,"GO"
"INAJA",0,0,0,0,0,0,0,0,0,4,22801,"PE"
"INDAIAL",0,0,0,0,0,6,0,0,6,8,66497,"SC"
"INDAIATUBA",0,0,0,0,0,0,4,0,4,63,239602,"SP"
"INDEPENDENCIA",0,0,0,0,0,0,0,0,0,3,25967,"CE"
"INDIANOPOLIS",0,0,0,0,0,0,0,0,0,8,6806,"MG"
"INDIAPORA",0,0,0,0,0,0,4,6,10,12,3951,"SP"
"INDIARA",0,0,0,0,0,0,1,0,1,10,15213,"GO"
"INGA",0,0,0,0,0,0,0,0,0,2,18163,"PB"
"INHAMBUPE",0,0,0,6,0,0,0,0,6,6,40453,"BA"
"INHUMAS",0,0,0,0,0,0,0,0,0,2,52311,"GO"
"INOCENCIA",0,0,0,3,0,0,0,0,3,3,7618,"MS"
"INUBIA PAULISTA",0,0,0,0,1,0,2,2,5,7,3933,"SP"
"IOMERE",0,0,0,0,0,1,0,0,1,3,2917,"SC"
"IPAMERI",0,0,0,0,0,1,0,4,5,5,26747,"GO"
"IPATINGA",0,0,0,0,0,0,0,0,0,10,261203,"MG"
"IPAUSSU",0,0,0,0,0,0,15,0,15,15,14766,"SP"
"IPE",0,0,0,0,0,0,0,0,0,5,6482,"RS"
"IPERO",0,0,0,0,0,0,0,0,0,1,34913,"SP"
"IPIAU",0,0,0,4,0,0,0,0,4,4,47704,"BA"
"IPIGUA",0,0,0,8,0,0,0,0,8,8,5178,"SP"
"IPIRA",0,0,0,4,2,0,0,2,8,18,62631,"BA"
"IPIRANGA",0,0,0,0,0,0,0,0,0,8,15139,"PR"
"IPIRANGA DE GOIAS",0,0,0,0,0,0,0,4,4,4,2948,"GO"
"IPORA",0,0,0,0,0,0,0,2,2,27,14704,"PR"
"IPORA DO OESTE",0,0,0,0,1,6,0,0,7,15,8930,"SC"
"IPUA",0,0,0,1,0,0,8,0,9,9,15932,"SP"
"IPUACU",0,0,0,0,4,0,0,0,4,20,7400,"SC"
"IPUEIRAS",0,0,0,0,0,0,0,0,0,3,1955,"TO"
"IPUMIRIM",0,0,0,0,0,0,0,0,0,23,7561,"SC"
"IPUPIARA",0,0,0,6,0,0,0,0,6,6,10157,"BA"
"IRACEMA",0,0,0,0,0,0,0,0,0,1,10859,"RR"
"IRACEMA DO OESTE",0,0,0,0,0,0,0,0,0,7,2462,"PR"
"IRACEMAPOLIS",0,0,0,0,0,0,0,0,0,13,23264,"SP"
"IRACEMINHA",0,0,0,0,0,7,0,0,7,15,4067,"SC"
"IRAMAIA",0,0,0,2,0,0,0,0,2,2,9901,"BA"
"IRANI",0,0,0,0,0,2,0,0,2,10,10285,"SC"
"IRAPUA",0,0,0,0,0,0,2,3,5,5,7878,"SP"
"IRAPURU",0,0,0,0,0,0,0,6,6,26,8248,"SP"
"IRAQUARA",0,0,0,6,0,0,0,0,6,6,25536,"BA"
"IRARA",0,0,0,2,0,0,0,0,2,2,29879,"BA"
"IRATI",0,2,0,0,0,0,4,0,6,24,60425,"PR"
"IRETAMA",0,0,0,0,0,0,0,0,0,18,10608,"PR"
"IRINEOPOLIS",0,0,0,0,0,3,0,0,3,9,11133,"SC"
"ISRAELANDIA",0,0,0,0,0,0,0,2,2,2,2910,"GO"
"ITA",0,0,0,0,0,1,0,0,1,6,6275,"SC"
"ITAARA",0,0,0,0,0,0,0,0,0,9,5384,"RS"
"ITABAIANA",0,0,0,0,0,0,0,0,0,7,24475,"PB"
"ITABELA",0,0,0,4,0,0,0,0,4,4,31422,"BA"
"ITABERA",0,0,0,0,3,0,13,7,23,23,17879,"SP"
"ITABERABA",0,0,0,8,0,0,0,0,8,8,66806,"BA"
"ITABIRA",0,4,0,0,0,0,4,0,8,63,119285,"MG"
"ITABIRITO",0,1,0,0,0,0,2,0,3,3,50816,"MG"
"ITACARE",0,0,0,4,0,0,0,0,4,4,28382,"BA"
"ITAETE",0,0,0,1,0,0,0,0,1,1,16586,"BA"
"ITAGI",0,0,0,3,0,0,0,0,3,3,13199,"BA"
"ITAGIBA",0,0,0,4,0,0,0,0,4,4,15577,"BA"
"ITAGIMIRIM",0,0,0,1,0,0,0,0,1,1,7291,"BA"
"ITAGUACU DA BAHIA",0,0,0,2,0,0,0,0,2,2,14718,"BA"
"ITAGUAJE",0,0,0,0,0,0,0,0,0,5,4620,"PR"
"ITAGUARI",0,0,0,0,0,0,0,0,0,2,4730,"GO"
"ITAGUARU",0,0,0,0,0,0,0,0,0,2,5456,"GO"
"ITAI",0,0,0,2,0,0,2,2,6,9,26526,"SP"
"ITAIOPOLIS",0,0,0,0,0,12,0,0,12,22,21506,"SC"
"ITAIPULANDIA",0,0,0,0,0,0,1,0,1,26,10587,"PR"
"ITAJA",0,0,0,0,0,0,0,0,0,5,7571,"RN"
"ITAJOBI",0,0,0,0,0,0,0,0,0,107,15246,"SP"
"ITAJU",0,0,0,0,0,0,0,1,1,1,3703,"SP"
"ITAJU DO COLONIA",0,0,0,3,0,0,0,0,3,3,7218,"BA"
"ITAMARAJU",0,0,0,5,0,0,0,0,5,5,67356,"BA"
"ITAMARI",0,0,0,3,0,0,0,0,3,3,8476,"BA"
"ITAMBARACA",0,0,0,0,0,0,0,0,0,4,6819,"PR"
"ITAMBE",0,0,0,3,0,0,0,0,3,8,36320,"PE"
"ITANAGRA",0,0,0,4,0,0,0,0,4,4,6730,"BA"
"ITANHAEM",0,0,0,0,0,0,1,3,4,5,98629,"SP"
"ITANHEM",0,0,0,3,0,0,0,0,3,3,20501,"BA"
"ITAOCA",0,0,0,0,0,0,4,7,11,15,3341,"SP"
"ITAPACI",0,0,0,0,0,0,0,2,2,2,21691,"GO"
"ITAPARICA",0,0,0,1,0,0,0,0,1,1,22866,"BA"
"ITAPE",0,0,0,2,0,0,0,0,2,2,9830,"BA"
"ITAPEBI",0,0,0,2,0,0,0,0,2,2,10830,"BA"
"ITAPECERICA DA SERRA",0,0,0,0,0,0,0,0,0,11,170927,"SP"
"ITAPEMA",0,0,0,0,0,0,0,0,0,10,61187,"SC"
"ITAPEMIRIM",0,0,0,0,10,21,0,0,31,60,34628,"ES"
"ITAPERUCU",0,0,0,0,0,0,0,0,0,1,27500,"PR"
"ITAPETINGA",0,0,0,0,0,0,3,0,3,3,77533,"BA"
"ITAPETININGA",0,0,0,0,0,0,29,15,44,99,160070,"SP"
"ITAPEVA",0,0,0,0,0,0,25,10,35,46,9618,"MG"
"ITAPEVI",0,0,0,0,2,0,20,1,23,335,229502,"SP"
"ITAPICURU",0,0,0,4,0,0,0,0,4,4,36211,"BA"
"ITAPIRA",0,1,0,0,0,0,3,4,8,96,73844,"SP"
"ITAPIRANGA",0,1,0,0,18,1,0,0,20,30,9125,"AM"
"ITAPIRAPUA",0,0,0,0,0,0,0,0,0,5,6312,"GO"
"ITAPIRAPUA PAULISTA",0,0,0,0,2,0,4,2,8,8,4186,"SP"
"ITAPIRATINS",0,0,0,0,0,0,0,0,0,3,3772,"TO"
"ITAPITANGA",0,0,0,3,0,0,0,0,3,3,10799,"BA"
"ITAPOA",0,0,0,0,5,2,2,0,9,9,19355,"SC"
"ITAPOLIS",0,0,0,0,0,0,6,4,10,23,42747,"SP"
"ITAPORA",0,0,2,5,0,0,1,0,8,37,23539,"MS"
"ITAPORA DO TOCANTINS",0,0,0,0,0,0,0,0,0,7,2465,"TO"
"ITAPORANGA",0,0,0,0,4,0,16,12,32,41,24842,"PB"
"ITAPORANGA D'AJUDA",0,0,0,0,0,0,0,0,0,1,34101,"SE"
"ITAPUCA",0,0,0,0,0,0,0,0,0,6,2295,"RS"
"ITAPURA",0,0,0,0,0,0,1,1,2,2,4802,"SP"
"ITAPURANGA",0,0,0,0,0,0,0,0,0,2,26586,"GO"
"ITAQUAQUECETUBA",0,2,0,0,0,0,2,0,4,18,360657,"SP"
"ITAQUI",0,0,0,0,0,0,0,6,6,12,39012,"RS"
"ITAQUIRAI",0,0,0,0,0,0,0,0,0,7,20637,"MS"
"ITARANTIM",0,0,0,3,0,0,0,0,3,3,20314,"BA"
"ITARARE",0,0,0,0,0,0,0,0,0,32,50379,"SP"
"ITARUMA",0,0,0,0,0,0,0,2,2,6,6998,"GO"
"ITATIBA",0,0,0,0,2,4,3,0,9,30,116503,"SP"
"ITATIBA DO SUL",0,0,0,0,0,0,0,0,0,7,3896,"RS"
"ITATINGA",0,0,0,1,2,0,6,2,11,14,20158,"SP"
"ITATUBA",0,0,0,0,0,0,0,0,0,2,10876,"PB"
"ITAUNA",1,0,0,0,28,27,43,1,100,100,92696,"MG"
"ITAUNA DO SUL",0,0,0,0,0,0,0,0,0,5,3229,"PR"
"ITIRAPINA",0,0,0,0,0,0,19,0,19,58,17589,"SP"
"ITIUBA",0,0,0,1,0,0,0,0,1,1,37567,"BA"
"ITOBI",0,0,1,1,2,0,0,0,4,7,7853,"SP"
"ITU",0,0,0,5,1,0,29,0,35,243,170157,"SP"
"ITUACU",0,0,0,3,0,0,0,0,3,3,19577,"BA"
"ITUBERA",0,0,0,1,0,0,0,0,1,1,29428,"BA"
"ITUIUTABA",0,0,0,8,0,0,4,0,12,12,104526,"MG"
"ITUMBIARA",0,0,0,0,0,0,0,0,0,1,102513,"GO"
"ITUPEVA",0,0,0,9,11,4,15,0,39,108,57031,"SP"
"ITUPORANGA",0,0,0,0,0,0,0,0,0,15,24622,"SC"
"ITUVERAVA",0,1,0,1,0,0,0,0,2,16,41414,"SP"
"IVAI",0,0,0,0,0,0,4,0,4,30,13797,"PR"
"IVAIPORA",0,0,0,0,0,0,0,0,0,15,32720,"PR"
"IVATE",0,0,0,0,0,0,0,0,0,12,8120,"PR"
"IVATUBA",0,0,0,0,0,0,0,0,0,5,3240,"PR"
"IVINHEMA",0,0,0,0,0,0,0,0,0,16,23021,"MS"
"IVOLANDIA",0,0,0,0,0,0,0,2,2,8,2554,"GO"
"IVORA",0,0,0,0,0,0,0,0,0,7,2104,"RS"
"IVOTI",0,0,0,0,0,0,0,0,0,1,22514,"RS"
"JABORA",0,0,0,0,0,0,0,0,0,2,3990,"SC"
"JABORANDI",0,0,0,0,0,0,4,2,6,7,9056,"BA"
"JABOTI",0,0,0,0,0,0,0,1,1,9,5255,"PR"
"JABOTICABA",0,0,0,0,1,0,1,0,2,4,4082,"RS"
"JABOTICABAL",0,0,0,0,0,0,1,0,1,45,76563,"SP"
"JACARACI",0,0,0,1,0,0,0,0,1,1,15459,"BA"
"JACARAU",0,0,0,0,0,0,0,0,0,2,14378,"PB"
"JACAREI",0,1,0,6,0,0,8,7,22,216,229851,"SP"
"JACAREZINHO",0,0,0,0,0,0,0,0,0,14,40263,"PR"
"JACI",0,0,0,0,0,0,4,0,4,14,6728,"SP"
"JACINTO MACHADO",0,1,0,0,2,0,3,0,6,7,10539,"SC"
"JACOBINA",0,0,0,4,0,0,0,0,4,4,83635,"BA"
"JACUTINGA",0,0,0,0,0,0,0,0,0,5,25453,"MG"
"JAGUAPITA",0,0,0,0,0,0,0,0,0,6,13398,"PR"
"JAGUAQUARA",0,0,0,3,0,0,0,0,3,3,56033,"BA"
"JAGUARACU",0,0,0,0,0,0,0,0,0,6,3158,"MG"
"JAGUARAO",0,0,0,0,0,0,0,0,0,1,28156,"RS"
"JAGUARARI",0,0,0,2,0,0,0,0,2,2,34499,"BA"
"JAGUARI",0,0,0,0,0,0,0,0,0,7,11514,"RS"
"JAGUARIAIVA",1,0,0,0,0,0,5,0,6,14,34822,"PR"
"JAGUARIPE",0,0,0,4,0,0,0,0,4,4,19036,"BA"
"JAGUARIUNA",0,0,0,1,2,0,1,1,5,89,54204,"SP"
"JAGUARUNA",0,0,0,0,1,0,1,0,2,3,19527,"SC"
"JALES",0,0,0,0,1,0,4,2,7,7,49110,"SP"
"JAMBEIRO",0,0,0,0,0,0,16,10,26,27,6305,"SP"
"JANDAIA",0,0,0,0,0,0,0,2,2,8,6254,"GO"
"JANDAIA DO SUL",0,0,0,0,0,0,0,0,0,13,21341,"PR"
"JANDAIRA",0,0,0,6,0,0,0,0,6,6,6942,"RN"
"JANDIRA",0,0,0,1,0,0,0,0,1,11,121492,"SP"
"JANIOPOLIS",0,0,0,0,0,0,0,0,0,15,5897,"PR"
"JAPARATUBA",0,0,0,0,14,0,0,0,14,14,18656,"SE"
"JAPIRA",0,0,0,0,0,0,0,0,0,5,5084,"PR"
"JAPORA",0,0,0,0,0,0,0,0,0,6,8836,"MS"
